15582	19080020LCC30CT501	UNIT 2  - THERMOCOUPLE LPH 7	19080020LCC30	OPERATING	2	UJTA
15693	19080020LCH	UNIT 2  - HP HEATER DRAINS SYSTEM	19080020LC	OPERATING	2	UJTA
15997	19080020LCS	UNIT 2  - REHEATER DRAINS SYSTEM	19080020LC	OPERATING	2	UJTA
16139	19080020M	UNIT 2  - MAIN MACHINE SETS	19080020	OPERATING	2	UJTA
17345	19080020P	ERROR 23	19080020	OPERATING	2	UJTA
68	19080000AHA02	COMMON - #2 SWITCHBOARD OF  20KV  SWITCHGEAR	19080000AHA	OPERATING	0	UJTA
1	1908	PT PLN (PERSERO) UPJB SPP TANJUNG AWAR-AWAR	-1	OPERATING		UJTA
2	190800	PLTU TANJUNG AWAR-AWAR	1908	OPERATING		UJTA
3	19080000	PLTU TANJUNG AWAR-AWAR COMMON SYSTEM	190800	OPERATING	0	UJTA
4	19080010	PLTU TANJUNG AWAR-AWAR UNIT 1	190800	OPERATING	1	UJTA
5	19080020	PLTU TANJUNG AWAR-AWAR UNIT 2	190800	OPERATING	2	UJTA
6	19080000A	COMMON - GRID AND DISTRIBUTION SYSTEMS	19080000	OPERATING	0	UJTA
7	19080000AB	COMMON - GRID AND DISTRIBUTION SYSTEMS - 150KV SYSTEMS	19080000A	OPERATING	0	UJTA
8	19080000ABA	COMMON - GRID AND DISTRIBUTION SYSTEMS - 150KV EQUIPMENT	19080000AB	OPERATING	0	UJTA
9	19080000ABA00	COMMON - BUS BAR EQUIPMENT OF 150KV DISTRIBUTION DEVICE	19080000ABA	OPERATING	0	UJTA
10	19080000ABA00GS011	COMMON -BUS I EARTHING SWITCH AT  FIXED END SIDE	19080000ABA00	OPERATING	0	UJTA
11	19080000ABA00GS012	COMMON -BUS I EARTHING SWITCH AT  EXTENSION END SIDE	19080000ABA00	OPERATING	0	UJTA
12	19080000ABA00GS021	COMMON -BUS II EARTHING SWITCH AT  FIXED END SIDE	19080000ABA00	OPERATING	0	UJTA
13	19080000ABA00GS022	COMMON -BUS II EARTHING SWITCH AT  EXTENSION END SIDE	19080000ABA00	OPERATING	0	UJTA
14	19080000ABA00GT001	COMMON -BUS  I  PT	19080000ABA00	OPERATING	0	UJTA
15	19080000ABA00GT002	COMMON -BUS  II  PT	19080000ABA00	OPERATING	0	UJTA
16	19080000ABA00GV001	COMMON -BUS  I  ARRESTER	19080000ABA00	OPERATING	0	UJTA
17	19080000ABA00GV002	COMMON -BUS  II  ARRESTER	19080000ABA00	OPERATING	0	UJTA
18	19080000ABA01	COMMON -T.F.T STRING OF 150KV DISTRIBUTION DEVICE	19080000ABA	OPERATING	0	UJTA
19	19080000ABA01GS000	COMMON -BUS I SIDE, INTERCONNECTING, BUS II SIDE CB OF T.F.T STRING	19080000ABA01	OPERATING	0	UJTA
20	19080000ABA01GS001	COMMON -BUS I, INTERMEDIATE,BUS II, OUTGOING LINE, INCOMING LINE SIDE DISCONNECTOR GS001  OF  T.F.T STRING	19080000ABA01	OPERATING	0	UJTA
21	19080000ABA01GS002	COMMON -BUS I, INTERMEDIATE, BUS II SIDE DISCONNECTOR GS002  OF  T.F.T STRING	19080000ABA01	OPERATING	0	UJTA
22	19080000ABA01GS011	COMMON -BUS I, INTERMEDIATE, BUS II, OUTGOING LINE, INCOMING LINE SIDE EARTHING SWITCH GS011  OF  T.F.T STRING	19080000ABA01	OPERATING	0	UJTA
23	19080000ABA01GS012	COMMON -BUS I, INTERMEDIATE, BUS II, OUTGOING LINE, INCOMING LINE SIDE EARTHING SWITCH GS012  OF  T.F.T STRING	19080000ABA01	OPERATING	0	UJTA
24	19080000ABA01GT001	COMMON -BUS I, INTERMEDIATE, BUS II SIDE PHASE A,B,C  CT  OF  T.F.T STRING & T.F.T INCOMING LINE  PHASE A,B,C  PT OF  T.F.T STRING	19080000ABA01	OPERATING	0	UJTA
25	19080000ABA01GT002	COMMON -OUTGOING LINE PHASE A,B,C  PT OF  T.F.T STRING	19080000ABA01	OPERATING	0	UJTA
26	19080000ABA01GV001	COMMON -T.F.T INCOMING LINE PHASE A,B,C  ARRESTER OF  T.F.T STRING	19080000ABA01	OPERATING	0	UJTA
27	19080000ABA01GV002	COMMON -OUTGOING LINE PHASE A,B,C  ARRESTER OF  T.F.T STRING	19080000ABA01	OPERATING	0	UJTA
28	19080000ABA01GW001	COMMON -OUTGOING LINE PHASE A,B,C  WAVE DAMPER OF  T.F.T STRING	19080000ABA01	OPERATING	0	UJTA
29	19080000ABA02	COMMON - MAIN TRANSFORMER  NO.1 STRING OF 150KV DISTRIBUTION DEVICE	19080000ABA	OPERATING	0	UJTA
30	19080000ABA02GS000	COMMON - BUS I, INTERCONNECTING, BUS II SIDE CB OF MAIN TRANSFORMER NO.1 STRING	19080000ABA02	OPERATING	0	UJTA
31	19080000ABA02GS001	COMMON - BUS I, INTERMEDIATE, BUS II, OUTGOING LINE SIDE DISCONNECTOR GS001 OF MAIN TRANSFORMER NO.1 STRING	19080000ABA02	OPERATING	0	UJTA
32	19080000ABA02GS002	COMMON - BUS I, INTERMEDIATE, BUS II SIDE DISCONNECTOR GS002 OF MAIN TRANSFORMER NO.1 STRING	19080000ABA02	OPERATING	0	UJTA
33	19080000ABA02GS011	COMMON - BUS I, INTERMEDIATE, BUS II, OUTGOING LINE SIDE EARTHING SWITCH GS011 OF MAIN TRANSFORMER NO.1 STRING	19080000ABA02	OPERATING	0	UJTA
34	19080000ABA02GS012	COMMON - BUS I, INTERMEDIATE, BUS II, OUTGOING LINE SIDE EARTHING SWITCH GS012 OF MAIN TRANSFORMER NO.1 STRING	19080000ABA02	OPERATING	0	UJTA
35	19080000ABA02GT001	COMMON - BUS I, INTERMEDIATE, BUS II, TRANSFORMER INCOMING LINE SIDE PHASE A,B,C CT OF MAIN TRANSFORMER NO.1 STRING	19080000ABA02	OPERATING	0	UJTA
36	19080000ABA02GT002	COMMON - OUTGOING LINE PHASE A,B,C PT OF MAIN TRANSFORMER NO.1 STRING	19080000ABA02	OPERATING	0	UJTA
37	19080000ABA02GV001	COMMON - TRANSFORMER INCOMING LINE PHASE A,B,C ARRESTER OF MAIN TRANSFORMER NO.1 STRING	19080000ABA02	OPERATING	0	UJTA
38	19080000ABA02GV002	COMMON - OUTGOING LINE PHASE A,B,C ARRESTER OF MAIN TRANSFORMER NO.1 STRING	19080000ABA02	OPERATING	0	UJTA
39	19080000ABA02GW001	COMMON - OUTGOING LINE PHASE A,B,C WAVE DAMPER OF MAIN TRANSFORMER NO.1 STRING	19080000ABA02	OPERATING	0	UJTA
40	19080000ABA03	COMMON - S/ST STRING OF 150KV DISTRIBUTION DEVICE	19080000ABA	OPERATING	0	UJTA
41	19080000ABA03GS000	COMMON - BUS I, INTERCONNECTING, BUS II SIDE CB OF S/ST STRING	19080000ABA03	OPERATING	0	UJTA
42	19080000ABA03GS001	COMMON - BUS I, INTERMEDIATE, BUS II, OUTGOING LINE SIDE DISCONNECTOR GS001  OF  S/ST STRING	19080000ABA03	OPERATING	0	UJTA
43	19080000ABA03GS002	COMMON - BUS I, INTERMEDIATE, BUS II SIDE DISCONNECTOR GS002  OF  S/ST STRING	19080000ABA03	OPERATING	0	UJTA
44	19080000ABA03GS011	COMMON - BUS I, INTERMEDIATE, BUS II, OUTGOING LINE SIDE EARTHING SWITCH GS011  OF  S/ST STRING	19080000ABA03	OPERATING	0	UJTA
45	19080000ABA03GS012	COMMON - BUS I, INTERMEDIATE, BUS II, OUTGOING LINE SIDE EARTHING SWITCH GS012  OF  S/ST STRING	19080000ABA03	OPERATING	0	UJTA
46	19080000ABA03GT001	COMMON - BUS I, INTERMEDIATE, BUS II, TRANSFORMER INCOMING LIN SIDE PHASE A,B,C CT  OF  S/ST STRING	19080000ABA03	OPERATING	0	UJTA
47	19080000ABA03GT002	COMMON - OUTGOING LINE PHASE A,B,C PT  OF  S/ST STRING	19080000ABA03	OPERATING	0	UJTA
48	19080000ABA03GV001	COMMON - TRANSFORMER INCOMING LINE PHASE A,B,C ARRESTER OF  S/ST STRING	19080000ABA03	OPERATING	0	UJTA
49	19080000ABA03GV002	COMMON - OUTGOING LINE PHASE A,B,C ARRESTER OF  S/ST STRING	19080000ABA03	OPERATING	0	UJTA
50	19080000ABA03GW001	COMMON - OUTGOING LINE PHASE A,B,C WAVE DAMPER  OF  S/ST STRING	19080000ABA03	OPERATING	0	UJTA
51	19080000ABA04	COMMON - MAIN TRANSFORMER  NO.2 STRING OF 150KV DISTRIBUTION DEVICE	19080000ABA	OPERATING	0	UJTA
52	19080000ABA04GS000	COMMON - BUS I, INTERCONNECTING, BUS II SIDE CB OF MAIN TRANSFORMER NO.2 STRING	19080000ABA04	OPERATING	0	UJTA
53	19080000ABA04GS001	COMMON - BUS I, INTERMEDIATE, BUS II, OUTGOING LINE SIDE DISCONNECTOR GS001 OF MAIN TRANSFORMER NO.2 STRING	19080000ABA04	OPERATING	0	UJTA
54	19080000ABA04GS002	COMMON - BUS I, INTERMEDIATE, BUS II SIDE DISCONNECTOR GS002 OF MAIN TRANSFORMER NO.2 STRING	19080000ABA04	OPERATING	0	UJTA
55	19080000ABA04GS011	COMMON - BUS I, INTERMEDIATE, BUS II, OUTGOING LINE SIDE EARTHING SWITCH GS011 OF MAIN TRANSFORMER NO.2 STRING	19080000ABA04	OPERATING	0	UJTA
56	19080000ABA04GS012	COMMON - BUS I, INTERMEDIATE, BUS II, OUTGOING LINE SIDE EARTHING SWITCH GS012 OF MAIN TRANSFORMER NO.2 STRING	19080000ABA04	OPERATING	0	UJTA
57	19080000ABA04GT001	COMMON - BUS I, INTERMEDIATE, BUS II, TRANSFORMER INCOMING LINE SIDE PHASE A,B,C CT OF MAIN TRANSFORMER NO.2 STRING	19080000ABA04	OPERATING	0	UJTA
58	19080000ABA04GT002	COMMON - OUTGOING LINE PHASE A,B,C PT OF MAIN TRANSFORMER NO.2 STRING	19080000ABA04	OPERATING	0	UJTA
59	19080000ABA04GV001	COMMON - TRANSFORMER INCOMING LINE PHASE A,B,C ARRESTER OF MAIN TRANSFORMER NO.2 STRING	19080000ABA04	OPERATING	0	UJTA
60	19080000ABA04GV002	COMMON - OUTGOING LINE PHASE A,B,C ARRESTER OF MAIN TRANSFORMER NO.2 STRING	19080000ABA04	OPERATING	0	UJTA
61	19080000ABA04GW001	COMMON - OUTGOING LINE PHASE A,B,C WAVE DAMPER OF MAIN TRANSFORMER NO.2 STRING	19080000ABA04	OPERATING	0	UJTA
62	19080000AH	COMMON - GRID AND DISTRIBUTION SYSTEMS - 30 (35 KV) SYSTEMS	19080000A	OPERATING	0	UJTA
63	19080000AHA	COMMON - GRID AND DISTRIBUTION SYSTEMS - 30 (35 KV) SYSTEMS - 20KV  SWITCHGEAR	19080000AH	OPERATING	0	UJTA
64	19080000AHA01	COMMON - #1 SWITCHBOARD OF  20KV  SWITCHGEAR	19080000AHA	OPERATING	0	UJTA
65	19080000AHA01SD001	SWITCHGEAR 20 KV SYSTEM - AUTOMATIC FIRE DETECTION SYSTEM NO. 1 (A)	19080000AHA01	OPERATING	0	UJTA
66	19080000AHA01SD001CU21	SWITCHGEAR 20 KV SYSTEM -  PHOTOELECTRIC LIGHT-SCATERING SMOKE DETECTOR - CABLING	19080000AHA01SD001	OPERATING	0	UJTA
67	19080000AHA01SD001CU22	SWITCHGEAR 20 KV SYSTEM -  PHOTOELECTRIC LIGHT-SCATERING SMOKE DETECTOR - SENSOR	19080000AHA01SD001	OPERATING	0	UJTA
69	19080000AHT	COMMON - TOWN  FEEDER  TRANSFORMER SYSTEM	19080000AH	OPERATING	0	UJTA
70	19080000AHT01	COMMON - TOWN  FEEDER  TRANSFORMER EQUIPMENT	19080000AHT	OPERATING	0	UJTA
71	19080000AHT01GT001	COMMON -  HV SIDE PHASE A,B,C  BUSHING CT OF TOWN FEEDER TRANSFORMER	19080000AHT01	OPERATING	0	UJTA
72	19080000AHT01GT002	COMMON -  NEUTRAL POINT BUSHING CT OF TOWN FEEDER TRANSFORMER	19080000AHT01	OPERATING	0	UJTA
73	19080000AHT01SD001	TOWN FEEDER TRANSFORMER SYSTEM - AUTOMATIC FIRE DETECTION SYSTEM NO. 1 (A)	19080000AHT01	OPERATING	0	UJTA
74	19080000AHT01SD001CT41	TOWN FEEDER TRANSFORMER SYSTEM - AUTOMATIC FIRE DETECTION SYSTEM NO. 1 - LINEAR HEAT DETECTOR - CABLING (A)	19080000AHT01SD001	OPERATING	0	UJTA
75	19080000AHT01SD001CT42	TOWN FEEDER TRANSFORMER SYSTEM - AUTOMATIC FIRE DETECTION SYSTEM NO. 1 - LINEAR HEAT DETECTOR - SENSOR (A)	19080000AHT01SD001	OPERATING	0	UJTA
76	19080000AHT01SG001	TOWN FEEDER TRANSFORMER SYSTEM - AUTOMATIC FIRE PROTECTION SYSTEM NO. 1 (A)	19080000AHT01	OPERATING	0	UJTA
77	19080000AHT01SG001GC01	TOWN FEEDER TRANSFORMER SYSTEM - AUTOMATIC FIRE PROTECTION SYSTEM NO. 1 - DRY WATER SYSTEM - MANUAL VALVE (A)	19080000AHT01SG001	OPERATING	0	UJTA
78	19080000AHT01SG001GC02	TOWN FEEDER TRANSFORMER SYSTEM - AUTOMATIC FIRE PROTECTION SYSTEM NO. 1 - DRY WATER SYSTEM - DELUGE VALVE (A)	19080000AHT01SG001	OPERATING	0	UJTA
79	19080000AHT01SG001GC03	TOWN FEEDER TRANSFORMER SYSTEM - AUTOMATIC FIRE PROTECTION SYSTEM NO. 1 - DRY WATER SYSTEM - WATER GONG (A)	19080000AHT01SG001	OPERATING	0	UJTA
80	19080000AHT01SG001GC04	TOWN FEEDER TRANSFORMER SYSTEM - AUTOMATIC FIRE PROTECTION SYSTEM NO. 1 - DRY WATER SYSTEM - HORN STROBE (A)	19080000AHT01SG001	OPERATING	0	UJTA
81	19080000AHT01SG001GC05	TOWN FEEDER TRANSFORMER SYSTEM - AUTOMATIC FIRE PROTECTION SYSTEM NO. 1 - DRY WATER SYSTEM - MANUAL ACTUATOR (A)	19080000AHT01SG001	OPERATING	0	UJTA
82	19080000AHT01SG001GC07	TOWN FEEDER TRANSFORMER SYSTEM - AUTOMATIC FIRE PROTECTION SYSTEM NO. 1 - DRY WATER SYSTEM - SOLENOID VALVE (A)	19080000AHT01SG001	OPERATING	0	UJTA
83	19080000AHT01SG001GC08	TOWN FEEDER TRANSFORMER SYSTEM - AUTOMATIC FIRE PROTECTION SYSTEM NO. 1 - DRY WATER SYSTEM - PRESURE GAUGE (A)	19080000AHT01SG001	OPERATING	0	UJTA
84	19080000AHT01SG001GC09	TOWN FEEDER TRANSFORMER SYSTEM - AUTOMATIC FIRE PROTECTION SYSTEM NO. 1 - DRY WATER SYSTEM - FILTER (A)	19080000AHT01SG001	OPERATING	0	UJTA
85	19080000AHT01SG001GC10	TOWN FEEDER TRANSFORMER SYSTEM - AUTOMATIC FIRE PROTECTION SYSTEM NO. 1 - DRY WATER SYSTEM - PIPING (A)	19080000AHT01SG001	OPERATING	0	UJTA
86	19080000AHT01SG001GC11	TOWN FEEDER TRANSFORMER SYSTEM - AUTOMATIC FIRE PROTECTION SYSTEM NO. 1 - DRY WATER SYSTEM - NOZZLES (A)	19080000AHT01SG001	OPERATING	0	UJTA
87	19080000AHW	COMMON - GROUNDING RESISTOR CABINET OF TOWN FEEDER TRANSFORMER	19080000AH	OPERATING	0	UJTA
88	19080000AHW01	COMMON - 20KV WINDING NEUTRAL POINT GROUNDING RESISTOR CABINET OF TOWN FEEDER TRANSFORMER	19080000AHW	OPERATING	0	UJTA
89	19080000B	COMMON - POWER TRANSMISSION AND AUXILIARY POWER SUPPLY	19080000	OPERATING	0	UJTA
90	19080000BC	COMMON - MEDIUM VOLTAGE DISTRIBUTION BOARDS AND TRANSFORMER, GENERAL PURPOSE	19080000B	OPERATING	0	UJTA
91	19080000BCA	COMMON - COMMON 6KV SWITCHGEAR SECTION  A SYSTEM	19080000BC	OPERATING	0	UJTA
92	19080000BCA01	COMMON -#1 SWITCHBOARD OF  COMMON 6KV SWITCHGEAR SECTION  A	19080000BCA	OPERATING	0	UJTA
93	19080000BCA02	COMMON - #2 SWITCHBOARD OF  COMMON 6KV SWITCHGEAR SECTION  A	19080000BCA	OPERATING	0	UJTA
94	19080000BCB	COMMON - COMMON 6KV SWITCHGEAR SECTION  B SYSTEM	19080000BC	OPERATING	0	UJTA
95	19080000BCB01	COMMON -  #1 SWITCHBOARD OF  COMMON 6KV SWITCHGEAR SECTION  B	19080000BCB	OPERATING	0	UJTA
96	19080000BCB02	COMMON - #2 SWITCHBOARD OF  COMMON 6KV SWITCHGEAR SECTION  B	19080000BCB	OPERATING	0	UJTA
97	19080000BCC	COMMON - COAL  HANDLING 6KV SWITCHGEAR SECTION  A	19080000BC	OPERATING	0	UJTA
98	19080000BCC01	COMMON - #1 SWITCHBOARD OF  COAL HANDLING 6KV SWITCHGEAR SECTION  A	19080000BCC	OPERATING	0	UJTA
99	19080000BCC02	COMMON - #2 SWITCHBOARD OF  COAL HANDLING 6KV SWITCHGEAR SECTION  A	19080000BCC	OPERATING	0	UJTA
100	19080000BCD	COMMON - COAL  HANDLING 6KV SWITCHGEAR SECTION  B	19080000BC	OPERATING	0	UJTA
101	19080000BCD01	COMMON - #1 SWITCHBOARD OF  COAL HANDLING 6KV SWITCHGEAR SECTION  B	19080000BCD	OPERATING	0	UJTA
102	19080000BCD02	COMMON - #2 SWITCHBOARD OF  COAL HANDLING 6KV SWITCHGEAR SECTION  B	19080000BCD	OPERATING	0	UJTA
103	19080000BCE	COMMON - JETTY 6KV SWITCHGEAR SECTION  A	19080000BC	OPERATING	0	UJTA
104	19080000BCE01	COMMON -#1 SWITCHBOARD OF  JETTY 6KV SWITCHGEAR SECTION  A	19080000BCE	OPERATING	0	UJTA
105	19080000BCE02	COMMON - #2 SWITCHBOARD OF  JETTY 6KV SWITCHGEAR SECTION  A	19080000BCE	OPERATING	0	UJTA
106	19080000BCF	COMMON - JETTY 6KV SWITCHGEAR SECTION  B	19080000BC	OPERATING	0	UJTA
107	19080000BCF01	COMMON - #1 SWITCHBOARD OF  JETTY 6KV SWITCHGEAR SECTION  B	19080000BCF	OPERATING	0	UJTA
108	19080000BCF02	COMMON - #2 SWITCHBOARD OF  JETTY 6KV SWITCHGEAR SECTION  B	19080000BCF	OPERATING	0	UJTA
109	19080000BCT	COMMON - START  UP/ STANDBY TRANSFORMER	19080000BC	OPERATING	0	UJTA
110	19080000BCT01	COMMON - HV SIDE PHASE  OF BUSHING CT  OF  S/ST	19080000BCT	OPERATING	0	UJTA
111	19080000BCT01GT001	COMMON -  PHASE  A,B,C  BUSHING CT  OF  S/ST	19080000BCT01	OPERATING	0	UJTA
112	19080000BCT01GT002	COMMON -  NEUTRAL POINT BUSHING CT OF  S/ST	19080000BCT01	OPERATING	0	UJTA
113	19080000BCT01SG001	START UP/ STANDBYTRANSFORMER SYSTEM - AUTOMATIC FIRE PROTECTION SYSTEM NO. 1 (A)	19080000BCT01	OPERATING	0	UJTA
114	19080000BCT01SG001GC01	START UP/ STANDBYTRANSFORMER SYSTEM - AUTOMATIC FIRE PROTECTION SYSTEM NO. 1 - DRY WATER SYSTEM - MANUAL VALVE (A)	19080000BCT01SG001	OPERATING	0	UJTA
115	19080000BCT01SG001GC02	START UP/ STANDBYTRANSFORMER SYSTEM - AUTOMATIC FIRE PROTECTION SYSTEM NO. 1 - DRY WATER SYSTEM - DELUGE VALVE (A)	19080000BCT01SG001	OPERATING	0	UJTA
116	19080000BCT01SG001GC03	START UP/ STANDBYTRANSFORMER SYSTEM - AUTOMATIC FIRE PROTECTION SYSTEM NO. 1 - DRY WATER SYSTEM - WATER GONG (A)	19080000BCT01SG001	OPERATING	0	UJTA
117	19080000BCT01SG001GC04	START UP/ STANDBYTRANSFORMER SYSTEM - AUTOMATIC FIRE PROTECTION SYSTEM NO. 1 - DRY WATER SYSTEM - HORN STROBE (A)	19080000BCT01SG001	OPERATING	0	UJTA
118	19080000BCT01SG001GC05	START UP/ STANDBYTRANSFORMER SYSTEM - AUTOMATIC FIRE PROTECTION SYSTEM NO. 1 - DRY WATER SYSTEM - MANUAL ACTUATOR (A)	19080000BCT01SG001	OPERATING	0	UJTA
119	19080000BCT01SG001GC07	START UP/ STANDBYTRANSFORMER SYSTEM - AUTOMATIC FIRE PROTECTION SYSTEM NO. 1 - DRY WATER SYSTEM - SOLENOID VALVE (A)	19080000BCT01SG001	OPERATING	0	UJTA
120	19080000BCT01SG001GC08	START UP/ STANDBYTRANSFORMER SYSTEM - AUTOMATIC FIRE PROTECTION SYSTEM NO. 1 - DRY WATER SYSTEM - PRESURE GAUGE (A)	19080000BCT01SG001	OPERATING	0	UJTA
121	19080000BCT01SG001GC09	START UP/ STANDBYTRANSFORMER SYSTEM - AUTOMATIC FIRE PROTECTION SYSTEM NO. 1 - DRY WATER SYSTEM - FILTER (A)	19080000BCT01SG001	OPERATING	0	UJTA
122	19080000BCT01SG001GC10	START UP/ STANDBYTRANSFORMER SYSTEM - AUTOMATIC FIRE PROTECTION SYSTEM NO. 1 - DRY WATER SYSTEM - PIPING (A)	19080000BCT01SG001	OPERATING	0	UJTA
123	19080000BCT01SG001GC11	START UP/ STANDBYTRANSFORMER SYSTEM - AUTOMATIC FIRE PROTECTION SYSTEM NO. 1 - DRY WATER SYSTEM - NOZZLES (A)	19080000BCT01SG001	OPERATING	0	UJTA
124	19080000BCW	COMMON - GROUNDING RESISTOR CABINET OF S/ST	19080000BC	OPERATING	0	UJTA
125	19080000BCW01	COMMON - 6KV WINDING A NEUTRAL POINT GROUNDING RESISTOR CABINET OF S/ST	19080000BCW	OPERATING	0	UJTA
126	19080000BCW02	COMMON - 6KV WINDING B NEUTRAL POINT GROUNDING RESISTOR CABINET OF S/ST	19080000BCW	OPERATING	0	UJTA
127	19080000BCZ	COMMON - NON-SEGREGATED BUSDUCT	19080000BC	OPERATING	0	UJTA
128	19080000BCZ01	COMMON - BETWEEN THE 6KV OUTLET  A OF  S/ST  AND Y0BCA01 SWITCHBOARD	19080000BCZ	OPERATING	0	UJTA
129	19080000BCZ02	COMMON - BETWEEN THE 6KV OUTLET  B OF  S/ST AND Y0BCB01 SWITCHBOARD	19080000BCZ	OPERATING	0	UJTA
130	19080000BCZ03	COMMON -BETWEEN THE Y0BCA03 SWITCHBOARD AND 10BBA03 SWITCHBOARD?20BBA03 SWITCHBOARD	19080000BCZ	OPERATING	0	UJTA
131	19080000BCZ04	COMMON - BETWEEN THE Y0BCB03 SWITCHBOARD AND 10BBB03 SWITCHBOARD?20BBB03 SWITCHBOARD	19080000BCZ	OPERATING	0	UJTA
132	19080000BH	COMMON -LOW-VOLTAGE MAIN DISTRIBUTION BOARDS AND TRANSFORMER, GENERAL PURPOSE	19080000B	OPERATING	0	UJTA
133	19080000BHA	COMMON - SECTION A  OF COMMON  LV  PLANT SERVICE POWER CENTER (PC) IN MAIN POWER BUILDING	19080000BH	OPERATING	0	UJTA
